Kode_Distributor,Tahun,Bulan,Salesman,Kode_Outlet,Nama_Outlet,Type_Outlet,Kode_Produk,Unit,HET,Value_HET
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRB22,12,8600,103200
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRG22,12,8600,103200
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRM12,12,14800,177600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRM22,6,8600,51600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRM22,12,8600,103200
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRP12,12,14800,177600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRP12,12,14800,177600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRP22,24,8600,206400
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRP22,24,8600,206400
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRR12,6,14800,88800
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRR12,12,14800,177600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMRW22,12,8600,103200
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMSB12,12,14800,177600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMSB12,12,14800,177600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMSB22,6,8600,51600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMSB22,12,8600,103200
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMSS11,3,17500,52500
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMST21,6,16000,96000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LMST21,6,16000,96000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LPBE11,6,38000,228000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LPBE11,6,38000,228000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LPBE12,12,21000,252000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2LPSU12,12,21000,252000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SBES12,12,3900,46800
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SBES12,12,3900,46800
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SBWH12,24,3900,93600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SBWH12,24,3900,93600
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SBZN12,12,3900,46800
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SSBE21,6,9500,57000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SSNA21,12,9500,114000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P2SSRO21,3,9500,28500
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P3NCDC11,3,32500,97500
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P3NCNC11,3,35000,105000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P4ABDS13,3,9500,28500
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P4PLDS24,3,28000,84000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P4PLDS42,3,28000,84000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P4PLDS47,3,28000,84000
01A146,2016,5,TARI,MDN00191,IRIAN MARELAN,MT LOKAL,6P4TCDS11,3,41000,123000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2CCKA21,12,15200,182400
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2CCKA31,12,8500,102000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2CCKW21,12,16500,198000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2CCKW31,12,9000,108000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2HNDB11,24,5000,120000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRB21,24,8600,206400
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRB22,24,8600,206400
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRB22,24,8600,206400
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRM12,48,14800,710400
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRM22,12,8600,103200
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRP12,12,14800,177600
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRP12,24,14800,355200
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRP12,36,14800,532800
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRP22,12,8600,103200
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRP22,12,8600,103200
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMRW22,24,8600,206400
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LMSB22,24,8600,206400
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPBE11,6,38000,228000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPBE12,12,21000,252000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPMU11,3,38000,114000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPMU12,12,21000,252000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPSU11,3,38000,114000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPSU11,6,38000,228000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPSU11,6,38000,228000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2LPSU12,12,21000,252000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SBWH12,24,3900,93600
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SBZN12,24,3900,93600
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSBE21,12,9500,114000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSMJ21,24,10500,252000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSMJ21,24,10500,252000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSMJ31,12,7800,93600
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSMJ31,12,7800,93600
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSNA21,24,9500,228000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSNA21,24,9500,228000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P2SSRO31,12,5800,69600
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P3LPTH11,6,12500,75000
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P4ABDS13,3,9500,28500
01A146,2016,5,TARI,MDN00192,IRIAN T.MORAWA,MT LOKAL,6P4ABDS13,3,9500,28500
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2CCKA21,12,15200,182400
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2CCKW21,24,16500,396000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2CCKW31,24,9000,216000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2HNBL11,36,5000,180000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2HNBR11,36,5000,180000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2HNDB11,36,5000,180000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRB12,36,14800,532800
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRB21,60,8600,516000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRG12,24,14800,355200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRM12,12,14800,177600
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRM22,12,8600,103200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRP12,24,14800,355200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRP12,48,14800,710400
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRP22,48,8600,412800
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRQ11,12,14800,177600
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRQ21,12,8600,103200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRR12,12,14800,177600
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRR22,12,8600,103200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMRW22,12,8600,103200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMSB12,12,14800,177600
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMSB22,12,8600,103200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMSE11,12,17500,210000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMSR11,6,17500,105000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMSS11,6,17500,105000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LMST21,12,16000,192000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LPBE11,12,38000,456000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LPSU11,12,38000,456000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2LPSU12,12,21000,252000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SBES12,24,3900,93600
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SBWH12,72,3900,280800
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SBZN12,48,3900,187200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SSMJ21,12,10500,126000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SSNA21,12,9500,114000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SSNA31,24,5800,139200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SSRO21,6,9500,57000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2SSRO31,24,5800,139200
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2WCCT21,12,15000,180000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P2WCFA21,6,15000,90000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P3LAJR11,3,11000,33000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P3PNDS11,6,9800,58800
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P4ABDS11,3,9500,28500
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P4ABDS14,3,9500,28500
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P4ELBL11,6,31000,186000
01A146,2016,5,ANDRI,MDN00193,IRIAN TEBING,MT LOKAL,6P4EPBR11,3,25000,75000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2CCKW31,6,9000,54000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRB12,24,14800,355200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRB12,24,14800,355200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRB21,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRB22,24,8600,206400
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRG12,12,14800,177600
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRG22,6,8600,51600
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRG22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRM12,12,14800,177600
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRM22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRM22,24,8600,206400
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRM22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRP12,24,14800,355200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRP22,24,8600,206400
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRP22,24,8600,206400
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRP22,36,8600,309600
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRR22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRW22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRW22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMRW22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMSB12,12,14800,177600
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMSB22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMSB22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMSB22,12,8600,103200
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LMST21,3,16000,48000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LPSU12,12,21000,252000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2LPSU12,12,21000,252000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SBWH12,12,3900,46800
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SBWH12,12,3900,46800
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SBWH12,12,3900,46800
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSBE31,3,5800,17400
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSMJ21,12,10500,126000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSMJ21,12,10500,126000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSMJ21,6,10500,63000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSMJ31,12,7800,93600
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSNA21,12,9500,114000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSNA21,6,9500,57000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSNA31,12,5800,69600
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSNA31,3,5800,17400
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P2SSRO31,3,5800,17400
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P3LPTH21,6,7000,42000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P3LPTH21,6,7000,42000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4ELBL11,3,31000,93000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4ESDS13,3,32000,96000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4ESDS13,3,32000,96000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4ESDS13,3,32000,96000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4LGDS11,3,25000,75000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4LGDS11,3,25000,75000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PCMN81,12,32000,384000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PCMN83,12,32000,384000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PLDS47,3,28000,84000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PRCM82,3,32000,96000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PRCM82,12,32000,384000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PRCM84,6,32000,192000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PRCM86,6,32000,192000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PRCM87,12,32000,384000
01A146,2016,5,TARI,MDN00194,IRIAN TEMBUNG,MT LOKAL,6P4PRCM90,12,32000,384000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMRB12,3,14800,44400
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMRB21,6,8600,51600
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMRM22,3,8600,25800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMRM22,3,8600,25800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMRP12,3,14800,44400
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMRP22,3,8600,25800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMRR22,3,8600,25800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMSB22,3,8600,25800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LMST21,3,16000,48000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2LWGT21,2,16000,32000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SBWH12,6,3900,23400
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SBZN12,6,3900,23400
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSBE21,6,9500,57000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSEN21,6,9500,57000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSEN31,6,5800,34800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSMJ21,6,10500,63000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSMJ31,12,7800,93600
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSNA21,6,9500,57000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSNA31,6,5800,34800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSRO21,6,9500,57000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P2SSRO31,6,5800,34800
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P3LPTH21,6,7000,42000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P4PLDS18,2,28000,56000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P4PLDS30,1,28000,28000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P4PLDS48,2,28000,56000
01A146,2016,5,IBNU,MDN00195,IRIT MINI MARKET,MT LOKAL,6P4PLDS49,2,28000,56000
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMRB12,6,14800,88800
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMRB22,6,8600,51600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMRM22,6,8600,51600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMRP12,6,14800,88800
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMRP12,6,14800,88800
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMRP22,6,8600,51600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMRR22,6,8600,51600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMSB22,6,8600,51600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMSS11,6,17500,105000
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LMST21,6,16000,96000
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LPBE11,6,38000,228000
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LPMU12,6,21000,126000
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2LPSU12,6,21000,126000
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SBES12,12,3900,46800
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SBWH12,12,3900,46800
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SBZN12,24,3900,93600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SSBE31,12,5800,69600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SSEN31,12,5800,69600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SSMJ21,12,10500,126000
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SSMJ31,12,7800,93600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SSNA31,12,5800,69600
01A146,2016,5,IBNU,MDN00204,JODOH CENTRE BT.KUIS,MT LOKAL,6P2SSRO31,12,5800,69600
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LMRB12,6,14800,88800
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LMRB22,12,8600,103200
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LMRM22,6,8600,51600
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LMRR12,3,14800,44400
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LMSB12,6,14800,88800
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LPBE11,3,38000,114000
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LPBE12,3,21000,63000
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LPSU11,6,38000,228000
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2LPSU12,6,21000,126000
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2SBES12,12,3900,46800
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2SBWH12,12,3900,46800
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2SBZN12,12,3900,46800
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2SSMJ21,12,10500,126000
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2SSMJ31,12,7800,93600
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2SSRO21,6,9500,57000
01A146,2016,5,IBNU,MDN00205,JODOH CENTRE SAENTIS,MT LOKAL,6P2SSRO31,6,5800,34800
01A146,2016,5,IBNU,MDN00206,JODOH CENTRE TEMBUNG,MT LOKAL,6P2LMRB12,3,14800,44400
01A146,2016,5,IBNU,MDN00206,JODOH CENTRE TEMBUNG,MT LOKAL,6P2LMRB22,3,8600,25800
